node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,,,,System and Developmental Process,Signal Transduction,Response to Stimulus,Transcription and Translation Machinery,Neurodevelopment and Neuronal Differentiation
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,,,,System and Developmental Process,Signal Transduction,Cell Cycle,Transcription and Translation Machinery,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE,,,,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Neurotransmission and Synaptic Regulation,System and Developmental Process
GOBP_REPLACEMENT_OSSIFICATION,GO:0036075,,,System and Developmental Process,Structural Stabilization,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction
GOBP_GRANULOCYTE_ACTIVATION,GO:0036230,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS,GO:0036296,,,Response to Stimulus,Mitochondrial Function and Metabolism,Signal Transduction,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,GO:0036301,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking
GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY,GO:0036462,biological_process,GO:0008150,Apoptosis,Signal Transduction,Response to Stimulus,System and Developmental Process,Immune System and Inflammation
GOBP_ERBB2_ERBB4_SIGNALING_PATHWAY,GO:0038135,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,Epigenetic Regulation,System and Developmental Process
GOBP_VIRAL_RNA_GENOME_REPLICATION,GO:0039694,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION,GO:0040017,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Cell Adhesion and Interaction,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,GO:0040029,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,System and Developmental Process,Response to Stimulus,Signal Transduction
GOBP_WOUND_HEALING,GO:0042060,biological_process,GO:0008150,Response to Stimulus,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,System and Developmental Process
GOBP_MONOCYTE_ACTIVATION,GO:0042117,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOBP_VASODILATION,GO:0042311,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process,Structural Stabilization
GOBP_THYROID_HORMONE_METABOLIC_PROCESS,GO:0042403,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Signal Transduction
GOBP_NOREPINEPHRINE_METABOLIC_PROCESS,GO:0042415,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Response to Stimulus,Molecular Transport and Homeostasis,Lipid Metabolism,System and Developmental Process
GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS,GO:0042416,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_HORMONE_METABOLIC_PROCESS,GO:0042445,biological_process,GO:0008150,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_HORMONE_BIOSYNTHETIC_PROCESS,GO:0042446,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Transcription and Translation Machinery
GOBP_HORMONE_CATABOLIC_PROCESS,GO:0042447,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_MIDDLE_EAR_MORPHOGENESIS,GO:0042474,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_ODONTOGENESIS,GO:0042481,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,GO:0042487,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_RETINAL_CONE_CELL_DIFFERENTIATION,GO:0042670,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,Signal Transduction,Structural Stabilization
GOBP_MUSCLE_CELL_DIFFERENTIATION,GO:0042692,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Transcription and Translation Machinery
GOBP_OVULATION_CYCLE,GO:0042698,biological_process,GO:0008150,System and Developmental Process,Cell Cycle,Response to Stimulus,Signal Transduction,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS,GO:0042985,biological_process,GO:0008150,Protein Metabolism and Trafficking,Neurodevelopment and Neuronal Differentiation,Epigenetic Regulation,Response to Stimulus,Signal Transduction
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION,GO:0043030,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Response to Stimulus,Cell Adhesion and Interaction
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION,GO:0043031,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Cell Adhesion and Interaction
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION,GO:0043032,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,GO:0043410,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Cell Cycle,Immune System and Inflammation,Neurotransmission and Synaptic Regulation
GOBP_PIGMENTATION,GO:0043473,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction
GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,GO:0043525,biological_process,GO:0008150,Apoptosis,Neurodevelopment and Neuronal Differentiation,Neurotransmission and Synaptic Regulation,System and Developmental Process,Response to Stimulus
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY,,,,Signal Transduction,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Cell Cycle
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,GO:0043923,biological_process,GO:0008150,Transcription and Translation Machinery,Response to Stimulus,Signal Transduction,Immune System and Inflammation,System and Developmental Process
GOBP_HISTONE_H3_ACETYLATION,,,,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Response to Stimulus,Signal Transduction
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,GO:0044706,,,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction,Immune System and Inflammation
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE_RAFT,GO:0044860,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_DEPYRIMIDINATION,GO:0045008,biological_process,GO:0008150,DNA Repair,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process,Signal Transduction
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_INNER_MEMBRANE,GO:0045039,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,GO:0045103,biological_process,GO:0008150,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,System and Developmental Process
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,GO:0045109,biological_process,GO:0008150,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Response to Stimulus
GOBP_INTERMEDIATE_FILAMENT_BUNDLE_ASSEMBLY,GO:0045110,biological_process,GO:0008150,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Response to Stimulus
GOBP_NEURONAL_ION_CHANNEL_CLUSTERING,GO:0045161,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction
GOBP_CLUSTERING_OF_VOLTAGE_GATED_SODIUM_CHANNELS,GO:0045162,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics
GOBP_SARCOMERE_ORGANIZATION,GO:0045214,biological_process,GO:0008150,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_RESPONSE_TO_ETHANOL,GO:0045471,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process,Lipid Metabolism
GOBP_MAST_CELL_ACTIVATION,GO:0045576,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization
GOBP_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION,GO:0045625,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,System and Developmental Process,Response to Stimulus,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS,GO:0045721,biological_process,GO:0008150,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION,GO:0045778,biological_process,GO:0008150,System and Developmental Process,Signal Transduction,Epigenetic Regulation,Response to Stimulus,Structural Stabilization
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE,GO:0045793,biological_process,GO:0008150,Cell Cycle,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOMF_DNA_TOPOISOMERASE_ACTIVITY,GO:0003916,molecular_function,GO:0003674,DNA Repair,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOMF_ALCOHOL_DEHYDROGENASE_ACTIVITY_ZINC_DEPENDENT,,,,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Response to Stimulus
GOMF_ARYLSULFATASE_ACTIVITY,GO:0004065,molecular_function,GO:0003674,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOMF_INOSITOL_POLYPHOSPHATE_5_PHOSPHATASE_ACTIVITY,GO:0004445,molecular_function,GO:0003674,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,Protein Metabolism and Trafficking,Lipid Metabolism
GOMF_N_N_DIMETHYLANILINE_MONOOXYGENASE_ACTIVITY,GO:0004499,molecular_function,GO:0003674,Lipid Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction
GOMF_TRNA_SPECIFIC_RIBONUCLEASE_ACTIVITY,GO:0004549,molecular_function,GO:0003674,RNA Metabolism,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics
GOMF_PROTEIN_KINASE_ACTIVITY,GO:0004672,molecular_function,GO:0003674,Signal Transduction,Apoptosis,Cell Cycle,Response to Stimulus,Epigenetic Regulation
GOMF_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,,,,Signal Transduction,Neurotransmission and Synaptic Regulation,Protein Metabolism and Trafficking,Response to Stimulus,Cell Adhesion and Interaction
GOMF_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY,GO:0004712,molecular_function,GO:0003674,Signal Transduction,Protein Metabolism and Trafficking,Cell Cycle,Response to Stimulus,Epigenetic Regulation
GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY,GO:0004859,molecular_function,GO:0003674,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY,GO:0004867,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis
GOMF_COMPLEMENT_RECEPTOR_ACTIVITY,GO:0004875,molecular_function,GO:0003674,Signal Transduction,Immune System and Inflammation,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Response to Stimulus
GOMF_CYTOKINE_RECEPTOR_ACTIVITY,GO:0004896,molecular_function,GO:0003674,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOMF_PROSTANOID_RECEPTOR_ACTIVITY,GO:0004954,,,Signal Transduction,Immune System and Inflammation,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOMF_PROSTAGLANDIN_E_RECEPTOR_ACTIVITY,GO:0004957,molecular_function,GO:0003674,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Lipid Metabolism,Cell Adhesion and Interaction
GOMF_NEUROPEPTIDE_Y_RECEPTOR_ACTIVITY,GO:0004983,molecular_function,GO:0003674,Neurotransmission and Synaptic Regulation,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,System and Developmental Process
GOMF_SIGNALING_RECEPTOR_BINDING,GO:0005102,molecular_function,GO:0003674,Signal Transduction,Neurotransmission and Synaptic Regulation,Immune System and Inflammation,Response to Stimulus,Molecular Transport and Homeostasis
GOMF_CYTOKINE_ACTIVITY,GO:0005125,molecular_function,GO:0003674,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,System and Developmental Process
GOMF_CYTOKINE_RECEPTOR_BINDING,GO:0005126,molecular_function,GO:0003674,Signal Transduction,Immune System and Inflammation,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis
GOMF_INTEGRIN_BINDING,GO:0005178,molecular_function,GO:0003674,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization,Immune System and Inflammation,System and Developmental Process
GOMF_HORMONE_ACTIVITY,GO:0005179,molecular_function,GO:0003674,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,Immune System and Inflammation,System and Developmental Process
GOMF_ZINC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0005385,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking
GOMF_ANDROGEN_BINDING,GO:0005497,molecular_function,GO:0003674,Signal Transduction,Lipid Metabolism,System and Developmental Process,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOMF_INSULIN_LIKE_GROWTH_FACTOR_BINDING,GO:0005520,molecular_function,GO:0003674,Molecular Transport and Homeostasis,System and Developmental Process,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_TROPOMYOSIN_BINDING,GO:0005523,molecular_function,GO:0003674,Structural Stabilization,Protein Metabolism and Trafficking,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus
GOMF_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING,GO:0005546,molecular_function,GO:0003674,Signal Transduction,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism,Response to Stimulus
GOMF_CHEMOKINE_ACTIVITY,GO:0008009,molecular_function,GO:0003674,Immune System and Inflammation,Response to Stimulus,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Signal Transduction
GOMF_N_ACETYLTRANSFERASE_ACTIVITY,GO:0008080,molecular_function,GO:0003674,Epigenetic Regulation,RNA Metabolism,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOMF_N_METHYLTRANSFERASE_ACTIVITY,GO:0008170,molecular_function,GO:0003674,Epigenetic Regulation,Protein Metabolism and Trafficking,RNA Metabolism,Signal Transduction,Transcription and Translation Machinery
GOMF_RNA_METHYLTRANSFERASE_ACTIVITY,GO:0008173,molecular_function,GO:0003674,RNA Metabolism,Epigenetic Regulation,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Transcription and Translation Machinery
GOMF_METALLOENDOPEPTIDASE_INHIBITOR_ACTIVITY,GO:0008191,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Response to Stimulus,Immune System and Inflammation,Signal Transduction,Molecular Transport and Homeostasis
GOMF_PROTEIN_METHYLTRANSFERASE_ACTIVITY,GO:0008276,molecular_function,GO:0003674,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,Molecular Transport and Homeostasis
GOMF_5_3_EXONUCLEASE_ACTIVITY,GO:0008409,molecular_function,GO:0003674,DNA Repair,Molecular Transport and Homeostasis,Response to Stimulus,Protein Metabolism and Trafficking,Transcription and Translation Machinery
GOMF_HEPARAN_SULFATE_GLUCOSAMINE_3_SULFOTRANSFERASE_1_ACTIVITY,,,,Molecular Transport and Homeostasis,Lipid Metabolism,Protein Metabolism and Trafficking,Epigenetic Regulation,Signal Transduction
GOMF_SULFURIC_ESTER_HYDROLASE_ACTIVITY,GO:0008484,molecular_function,GO:0003674,Lipid Metabolism,Cell Adhesion and Interaction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus
GOMF_BILE_ACID_SODIUM_SYMPORTER_ACTIVITY,GO:0008508,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Lipid Metabolism,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY,GO:0008757,molecular_function,GO:0003674,Epigenetic Regulation,Protein Metabolism and Trafficking,RNA Metabolism,Lipid Metabolism,Signal Transduction
GOMF_DOUBLE_STRANDED_METHYLATED_DNA_BINDING,GO:0010385,molecular_function,GO:0003674,Epigenetic Regulation,Transcription and Translation Machinery,DNA Repair,Molecular Transport and Homeostasis,Response to Stimulus
GOMF_HISTONE_H3_ACETYLTRANSFERASE_ACTIVITY,GO:0010484,molecular_function,GO:0003674,Epigenetic Regulation,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus
GOMF_HISTONE_H4_ACETYLTRANSFERASE_ACTIVITY,GO:0010485,molecular_function,GO:0003674,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOMF_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0015125,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Lipid Metabolism,System and Developmental Process,Response to Stimulus,Signal Transduction
GOMF_SUCCINATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0015141,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,System and Developmental Process,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOMF_L_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0015180,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Lipid Metabolism
GOMF_CHOLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0015220,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Neurotransmission and Synaptic Regulation,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOMF_WATER_CHANNEL_ACTIVITY,GO:0015250,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Protein Metabolism and Trafficking,Structural Stabilization
GOMF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY,GO:0015279,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,System and Developmental Process,Neurotransmission and Synaptic Regulation
GOMF_ORGANOPHOSPHATE_ESTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0015605,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process,Response to Stimulus
GOMF_PEPTIDOGLYCAN_IMMUNE_RECEPTOR_ACTIVITY,GO:0016019,molecular_function,GO:0003674,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking
GOMF_LYSINE_N_METHYLTRANSFERASE_ACTIVITY,GO:0016278,molecular_function,GO:0003674,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus
GOMF_KINASE_ACTIVITY,GO:0016301,molecular_function,GO:0003674,Signal Transduction,Protein Metabolism and Trafficking,Cell Cycle,Response to Stimulus,Molecular Transport and Homeostasis
GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_3_PHOSPHATASE_ACTIVITY,GO:0016314,molecular_function,GO:0003674,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOMF_C_PALMITOYLTRANSFERASE_ACTIVITY,GO:0016454,,,Lipid Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Molecular Transport and Homeostasis
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_ANOTHER_COMPOUND_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN,GO:0016716,,,Mitochondrial Function and Metabolism,Response to Stimulus,Protein Metabolism and Trafficking,Signal Transduction,Molecular Transport and Homeostasis
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS,GO:0016741,molecular_function,GO:0003674,Epigenetic Regulation,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Transcription and Translation Machinery,Signal Transduction
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_NITROGENOUS_GROUPS,GO:0016769,,,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Epigenetic Regulation
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,GO:0016772,molecular_function,GO:0003674,Signal Transduction,Protein Metabolism and Trafficking,RNA Metabolism,Mitochondrial Function and Metabolism,System and Developmental Process
GOMF_SULFURTRANSFERASE_ACTIVITY,GO:0016783,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,RNA Metabolism,Mitochondrial Function and Metabolism
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS,GO:0016788,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Lipid Metabolism,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction
GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS,,,,DNA Repair,RNA Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_ARYL_HYDROCARBON_RECEPTOR_BINDING,GO:0017162,molecular_function,GO:0003674,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus,Immune System and Inflammation,Epigenetic Regulation
GOMF_HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY,,,,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,Structural Stabilization
GOMF_ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY,GO:0018455,molecular_function,GO:0003674,Lipid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_DEACETYLASE_ACTIVITY,GO:0019213,molecular_function,GO:0003674,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus
GOMF_PHOSPHOLIPASE_A2_INHIBITOR_ACTIVITY,GO:0019834,molecular_function,GO:0003674,Lipid Metabolism,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOMF_SODIUM_CHANNEL_INHIBITOR_ACTIVITY,GO:0019871,molecular_function,GO:0003674,Neurotransmission and Synaptic Regulation,Response to Stimulus,Signal Transduction,Molecular Transport and Homeostasis,System and Developmental Process
GOMF_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH,GO:0019911,molecular_function,GO:0003674,Structural Stabilization,Neurodevelopment and Neuronal Differentiation,Gliogenesis and Glial Differentiation,System and Developmental Process,Molecular Transport and Homeostasis
GOMF_CYTOKINE_BINDING,GO:0019955,molecular_function,GO:0003674,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOMF_C_X3_C_CHEMOKINE_BINDING,GO:0019960,molecular_function,GO:0003674,Immune System and Inflammation,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking
GOMF_MHC_PROTEIN_COMPLEX_BINDING,GO:0023023,,,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING,GO:0023026,molecular_function,GO:0003674,Immune System and Inflammation,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE,GO:0030021,molecular_function,GO:0003674,Structural Stabilization,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus,Protein Metabolism and Trafficking
GOMF_STRUCTURAL_CONSTITUENT_OF_CHROMATIN,GO:0030527,molecular_function,GO:0003674,Epigenetic Regulation,Transcription and Translation Machinery,Cell Cycle,DNA Repair,Structural Stabilization
GOMF_SIGNALING_RECEPTOR_REGULATOR_ACTIVITY,GO:0030545,molecular_function,GO:0003674,Signal Transduction,Immune System and Inflammation,Response to Stimulus,Neurotransmission and Synaptic Regulation,System and Developmental Process
